FIPS_Code,County,State,Adult Obesity Percentage,Infant Mortality Rate,Life Expectancy,Incarceration Rate,Incarceration_Rate_1k,HIV_Prevalence,Motor Vehicle Death Rate,Secondary Educational Attainment,GINI Index (Income Inequality),Population Density,Domestic In-Migrants 2010s,Domestic In-Migrants 2010s (norm),Domestic Net Migrants 2010s,Domestic Net Migrants 2010s (norm)
28117,Prentiss County,MS,34.4,9.009009009,74.09292819,656.42,6.56,0.1,NA,80.1,0.4654,60.86,5278,207.566462167689,-35,-1.37643542551518
28119,Quitman County,MS,41.1,NA,70.88128747,745.28,7.45,0.3,NA,71.3,0.4643,17.75,250,32.5605626465225,-162,-21.0992445949466
28121,Rankin County,MS,34.5,4.889601956,78.9748712,574.19,5.74,0.3,12.88,89.5,0.4082,196.88,48323,326.35240089147,5844,39.4678192746674
28123,Scott County,MS,42.9,9.47567909,73.54651858,864.8,8.65,0.4,42.67,74,0.534,46.5,6074,213.414848389024,-824,-28.9518990899828
28125,Sharkey County,MS,40.2,NA,71.76194214,459.82,4.6,NA,NA,77.5,0.4998,10.2,57,12.2659780503551,-55,-11.8355928556058
28127,Simpson County,MS,38.8,10.03928416,74.44192713,331.3,3.31,0.3,NA,79.7,0.4773,45.64,5822,211.994319630048,42,1.52933037177293
28129,Smith County,MS,34.8,NA,75.89874682,255.02,2.55,0.1,NA,79.2,0.4958,25.16,1381,85.3101062515444,-181,-11.1811218186311
28131,Stone County,MS,37.8,NA,73.98604267,481.69,4.82,0.2,NA,82.2,0.4771,41.02,1681,94.041958041958,392,21.9300699300699
28133,Sunflower County,MS,46.2,13.75943187,71.51901217,465.05,4.65,0.8,NA,74.9,0.5064,37.5,4020,146.203084084958,-1501,-54.5897585103288
28135,Tallahatchie County,MS,42.7,NA,74.45250339,554.83,5.55,0.3,NA,69.5,0.5244,21.94,380,25.7435133121062,-151,-10.2296592371791
28137,Tate County,MS,38.5,NA,74.92738806,674.37,6.74,0.2,49.43,83,0.4222,70.17,9324,330.591405474401,75,2.65919727698199
28139,Tippah County,MS,37.4,NA,72.62420734,372.64,3.73,0.2,NA,79.9,0.4395,48.09,4251,192.88533962521,124,5.62638958210445
28141,Tishomingo County,MS,35.6,NA,72.612493,297.7,2.98,0.1,NA,80.4,0.443,45.82,1389,71.524201853759,222,11.4315139031926
28143,Tunica County,MS,40.7,NA,70.81500841,1061.65,10.62,1,NA,83.5,0.5046,21.97,1060,100.018871485186,-573,-54.066805057558
28145,Union County,MS,35.6,NA,76.06678712,569.21,5.69,0.1,NA,78.1,0.4218,68.59,7728,275.047158059579,-116,-4.12855464996263
28147,Walthall County,MS,37.4,NA,75.48928243,691.45,6.91,0.2,NA,81.7,0.5542,35.84,828,55.7238037552998,-78,-5.249343832021
28149,Warren County,MS,39.4,8.077544427,73.09060383,692.53,6.93,0.4,28.65,87.1,0.4855,79.04,4524,94.283392034679,-1438,-29.9689473355147
28151,Washington County,MS,42.8,10.53639847,71.79377177,886.06,8.86,0.6,50.1,78.8,0.5365,63.47,5091,103.987090975939,-2602,-53.1475958985253
28153,Wayne County,MS,40.2,NA,75.08144117,585.62,5.86,0.2,NA,79.3,0.5072,25.13,2346,114.494875549048,-448,-21.8643240605173
28155,Webster County,MS,33.6,NA,73.69021171,547.5,5.48,0.1,NA,84.9,0.4255,23.19,488,48.9370236662655,3,0.300842358604091
28157,Wilkinson County,MS,38.3,NA,70.91520873,308.03,3.08,0.3,NA,74.8,0.4907,13.09,180,19.5843760200196,-106,-11.5330214340115
28159,Winston County,MS,37.3,NA,74.63143502,688.5,6.89,0.3,NA,81.7,0.5275,30.02,544,29.4404156293971,20,1.08236822166901
28161,Yalobusha County,MS,36.2,NA,73.16999502,714.11,7.14,0.3,NA,83.3,0.402,26.47,998,81.2968393613555,-30,-2.44379276637341
28163,Yazoo County,MS,40.6,9.520031733,72.78991325,372.06,3.72,0.5,NA,78.9,0.5346,30.97,3480,125.103354064062,-879,-31.5993816730776
29001,Adair County,MO,30.7,NA,77.2908927,493.93,4.94,0.2,NA,90.1,0.5137,44.72,1207,47.1447543160691,-549,-21.4436372158425
29003,Andrew County,MO,32.9,NA,79.48224673,311.81,3.12,0.2,NA,91.7,0.4115,40.46,2403,138.270326255826,659,37.9193279245066
29005,Atchison County,MO,33.3,NA,77.57502575,245.61,2.46,NA,NA,91.5,0.4395,9.55,0,0,0,0
29007,Audrain County,MO,35,NA,76.84830537,786.52,7.87,0.1,NA,86.2,0.4513,37.04,3800,146.791826013057,-180,-6.95329702167111
29009,Barry County,MO,32.5,7.130730051,76.29913105,549.42,5.49,0.2,NA,83.6,0.4814,45.66,11594,325.107958050586,-29,-0.813190510907969
29011,Barton County,MO,33.6,NA,77.1794776,405.78,4.06,0.1,NA,87.2,0.4761,19.93,519,43.0455337148544,-54,-4.47872605125653
29013,Bates County,MO,32.2,NA,76.19211135,586.55,5.87,0.2,NA,87.4,0.4564,19.48,1254,75.6150506512301,99,5.96960926193922
29015,Benton County,MO,33.9,NA,75.5426124,521.61,5.22,0.2,NA,84.5,0.4669,27.14,1862,99.0109539508667,855,45.4642135488674
29017,Bollinger County,MO,32,NA,75.72417884,397.73,3.98,0.1,NA,79.8,0.4082,19.78,971,78.3443601742779,154,12.4253671131193
29019,Boone County,MO,26.5,5.122329312,80.67641257,505.2,5.05,0.1,11.64,94.5,0.465,259.14,34407,199.210268821251,-3747,-21.6944481434948
29021,Buchanan County,MO,36.1,8.560596796,76.32461547,952.25,9.52,0.2,NA,88.3,0.4453,216.68,11107,124.119974074157,-2807,-31.3680352233869
29023,Butler County,MO,35,6.299212598,74.00243208,812.78,8.13,0.1,NA,83,0.471,61.4,5230,121.707158149493,97,2.25728381271526
29025,Caldwell County,MO,35.4,NA,78.65939374,743.7,7.44,0.2,NA,89.8,0.4022,21.2,794,87.8901926057117,107,11.8441443435909
29027,Callaway County,MO,35.2,7.765314927,78.14711091,579.6,5.8,0.2,NA,86.2,0.4022,53.79,11246,251.307262569832,222,4.9608938547486
29029,Camden County,MO,29.3,NA,78.6906719,489.46,4.89,0.1,NA,90.4,0.4508,69.3,12760,289.861656936462,866,19.6724290679448
29031,Cape Girardeau County,MO,28.8,6.34115409,77.91669874,552.2,5.52,0.1,15.21,91,0.4609,135.67,12471,159.796522429942,472,6.04794792614328
29033,Carroll County,MO,37.9,NA,78.55931983,788.38,7.88,0.1,NA,85.8,0.4344,12.64,94,10.3947804931992,7,0.774079398429725
29035,Carter County,MO,32.6,NA,74.28551868,286.81,2.87,NA,NA,84.8,0.4341,12.12,266,42.5055928411633,-11,-1.75775007989773
29037,Cass County,MO,33.7,4.826254826,79.07253737,289.1,2.89,0.1,16.07,92.4,0.3964,148.72,36879,365.540346321204,5902,58.4999355727582
29039,Cedar County,MO,32.7,NA,75.14909889,478.85,4.79,0.1,NA,87.7,0.4477,29.6,984,70.5275229357798,119,8.52924311926605
29041,Chariton County,MO,30.3,NA,79.40106506,539.83,5.4,NA,NA,90.7,0.4398,9.96,213,27.6839095399012,-90,-11.6974265661554
29043,Christian County,MO,30,4.836415363,79.47757341,311.8,3.12,0.1,11.29,92,0.4107,152.24,36416,443.551235673134,4011,48.8544597507948
29045,Clark County,MO,34.6,NA,78.04333639,411.28,4.11,NA,NA,86.3,0.4638,13.43,222,32.0948388029493,30,4.33714037877693
29047,Clay County,MO,31.1,4.825204598,79.50566716,332.49,3.32,0.2,12,93.3,0.4128,609.85,100064,428.205852397703,11008,47.1067519107163
29049,Clinton County,MO,32.4,NA,76.63540801,568.84,5.69,0.1,NA,92,0.3673,48.93,7756,382.087787575743,405,19.9517217596926
29051,Cole County,MO,34.9,6.534905961,79.47870847,484.13,4.84,0.2,16.94,92.3,0.4155,195.95,16481,215.277505649385,-903,-11.7951330381285
29053,Cooper County,MO,34.1,NA,77.42244539,868.92,8.69,0.2,NA,88.7,0.4057,31.27,1221,69.4341768552744,-41,-2.33153255615581
29055,Crawford County,MO,36.6,NA,74.80059909,951.49,9.51,0.1,NA,77.9,0.437,32.53,5954,241.541582150101,-64,-2.59634888438134
29057,Dade County,MO,33,NA,77.07023485,303.55,3.04,0.1,NA,87.2,0.442,15.46,415,54.4048243314106,-15,-1.96643943366544
29059,Dallas County,MO,35.4,NA,75.79032379,544.71,5.45,0.1,NA,83.4,0.4724,30.72,1895,115.626334736714,235,14.3388858380621
29061,Daviess County,MO,37.2,NA,77.41334018,869.04,8.69,0.1,NA,85,0.4299,14.73,381,45.9202121248644,100,12.0525491141376
29063,DeKalb County,MO,36.6,NA,79.83902032,844.76,8.45,0.1,NA,87.3,0.3919,29.73,1216,95.8083832335329,247,19.4610778443114
29065,Dent County,MO,30.5,NA,76.42549652,800.26,8,0.3,NA,83.2,0.4537,20.65,419,26.7646119450655,19,1.21366975407218
29067,Douglas County,MO,32,NA,76.76016185,441.75,4.42,0.2,NA,82.1,0.4621,16.35,758,55.9574782223535,-129,-9.52310645208918
29069,Dunklin County,MO,37.7,9.192383454,72.79771682,1327.15,13.27,0.1,44.63,76.3,0.5018,55.49,3806,121.42674834099,-1524,-48.6217457886677
29071,Franklin County,MO,32,6.319485079,76.83302519,360.78,3.61,0.1,24.05,88.4,0.4311,111.84,24367,238.695584028839,2270,22.236589475334
29073,Gasconade County,MO,34.1,NA,77.06512604,345.83,3.46,0.1,NA,87.8,0.4253,28.34,1303,87.6496703888067,155,10.4264765236109
29075,Gentry County,MO,29.9,NA,77.95669287,135.22,1.35,NA,NA,89.2,0.4356,13.46,145,21.2423088192206,78,11.4268971579256
29077,Greene County,MO,36.2,6.0084443,77.23430066,579.53,5.8,0.2,8.87,91.8,0.4692,429.06,79768,279.040805974848,-4593,-16.0670246445
29079,Grundy County,MO,33.9,NA,75.31268396,678.24,6.78,NA,NA,86.5,0.4293,22.95,183,17.9464548396587,-66,-6.47249190938511
29081,Harrison County,MO,32.2,NA,77.9924551,626.38,6.26,NA,NA,88.2,0.401,11.75,67,7.75552726009955,-29,-3.35687000810279
29083,Henry County,MO,31.3,NA,74.70113811,990.6,9.91,0.1,NA,87.8,0.4699,31.19,4671,212.048302160886,276,12.5295078990376
29085,Hickory County,MO,31.7,NA,75.00251608,377.73,3.78,NA,NA,84.3,0.4235,23.58,710,77.0148606139495,105,11.3895216400911
29087,Holt County,MO,32.8,NA,78.75036187,557.66,5.58,0,NA,91.1,0.4105,9.58,97,21.4791851195748,15,3.3215234720992
29089,Howard County,MO,32,NA,77.83175274,522.73,5.23,NA,NA,87.9,0.4005,21.69,825,81.2087803917708,121,11.9106211241264
29091,Howell County,MO,32.6,6.442577031,75.75098178,384.25,3.84,0,27.42,87,0.4617,43.25,3475,86.5008836780923,-240,-5.97416175042939
29093,Iron County,MO,33.8,NA,72.21102533,773.45,7.73,0.2,NA,81.5,0.4517,18.47,544,52.9852926853024,4,0.389597740333106
29095,Jackson County,MO,32.8,6.220628991,77.13480152,427.26,4.27,0.5,15.5,90.6,0.4627,1151.69,206827,302.73671637946,-14574,-21.3322482292653
29097,Jasper County,MO,36.1,5.094243505,76.28770567,426.02,4.26,0.2,10.71,86.7,0.4367,187.81,30147,256.476353334524,-1145,-9.74111601711714
29099,Jefferson County,MO,31.8,5.174501817,76.30913843,326.33,3.26,0.1,19.1,89.1,0.3916,341.15,65512,294.150397816053,6770,30.3974568508774
29101,Johnson County,MO,34.4,5.040322581,77.81413922,437.41,4.37,0.1,NA,92.5,0.3975,64.73,13238,243.515691107759,-1826,-33.5896398219344
29103,Knox County,MO,32.7,NA,78.68122861,255.95,2.56,NA,NA,86.9,0.4846,7.83,99,24.75,99,24.75
29105,Laclede County,MO,32.5,9.386733417,75.28811726,849.27,8.49,0,NA,85.2,0.4158,46.47,5462,154.12398769717,-656,-18.5106803239369
29107,Lafayette County,MO,33,9.287925697,76.58801654,1284.92,12.85,0,30.57,90.6,0.4204,51.87,9423,288.270925110132,427,13.0628976994616
29109,Lawrence County,MO,32.5,8.225616921,75.2807732,690,6.9,0.1,NA,84.7,0.434,62.45,13100,344.528311811272,195,5.12847487047313
29111,Lewis County,MO,34.3,NA,75.62761143,197.22,1.97,0.1,NA,88.5,0.429,19.71,608,59.9723811402644,52,5.12921680804892
29113,Lincoln County,MO,33.1,4.504504505,76.22304539,408.39,4.08,0.1,23.72,89.5,0.4017,90.14,19700,363.140334384044,4621,85.1812936643993
29115,Linn County,MO,34.1,NA,75.00334239,480.46,4.8,NA,NA,89.4,0.4238,19.68,441,35.8216229388352,6,0.487369019575989
29117,Livingston County,MO,34.6,NA,77.30934641,1319.05,13.19,0.1,NA,86.7,0.4284,28.42,644,42.782169667176,101,6.70962598817512
29119,McDonald County,MO,28.3,11.52604887,74.33099857,435.97,4.36,0.1,43.79,77.6,0.4233,42.23,8321,364.956140350877,-92,-4.03508771929825
29121,Macon County,MO,36.2,NA,77.52831925,438.51,4.39,0.1,NA,88.2,0.3976,18.97,803,51.8767362232702,-19,-1.22746947477227
29123,Madison County,MO,33.9,NA,73.70501275,541.78,5.42,NA,NA,84.4,0.4537,24.63,743,60.0743855109961,128,10.3492884864166
29125,Maries County,MO,36.8,NA,76.8916558,312.53,3.13,0.1,NA,86.5,0.4424,16.7,848,94.0863197603462,-15,-1.6642627316099
29127,Marion County,MO,37.1,NA,76.58901427,752.61,7.53,0.1,NA,88,0.4421,65.48,3242,112.10235131397,-339,-11.7219917012448
29129,Mercer County,MO,29.2,NA,77.83317046,874.32,8.74,NA,NA,88.4,0.4129,8.03,0,0,0,0
29131,Miller County,MO,34,NA,76.78709012,796.08,7.96,0,NA,87.3,0.4483,42.53,6709,266.854938148841,670,26.6496957161609
29133,Mississippi County,MO,35.3,NA,73.6269683,896.25,8.96,0.4,NA,75.7,0.4894,32.98,628,44.1259134345138,-284,-19.9550309162451
29135,Moniteau County,MO,36.1,NA,79.1387951,466.52,4.67,0.1,NA,85.4,0.4045,38.66,1238,78.0776992936428,144,9.08173562058527
29137,Monroe County,MO,34.1,NA,78.61189183,393.84,3.94,0.2,NA,89.3,0.4071,13.32,724,83.1514873090617,45,5.1682554266682
29139,Montgomery County,MO,33.3,NA,75.150422,915.29,9.15,0.1,NA,85.2,0.4116,21.47,993,83.8611603749683,23,1.94240351321679
29141,Morgan County,MO,30.8,NA,75.89541403,712.86,7.13,NA,NA,78.1,0.4672,33.92,4303,212.598814229249,37,1.82806324110672
29143,New Madrid County,MO,34.8,NA,73.66680623,1260.57,12.61,0.1,NA,78.7,0.4366,26.02,1942,106.282837127846,-169,-9.24912434325744
29145,Newton County,MO,34.1,5.733491499,76.32770147,271.66,2.72,0,17.17,87.1,0.4716,93.12,22581,385.354448957302,243,4.14689921157719
29147,Nodaway County,MO,34.6,NA,79.70214228,331.73,3.32,0,NA,92.3,0.4518,25.5,898,38.9064598587583,-795,-34.4439149083662
29149,Oregon County,MO,30.9,NA,74.63658203,212.02,2.12,0.1,NA,83.1,0.4471,13.48,591,54.1655210338191,-165,-15.1223535881221
29151,Osage County,MO,32.1,NA,80.33582101,273.77,2.74,NA,NA,89.9,0.403,22.45,756,55.1704006421951,56,4.08669634386631
29153,Ozark County,MO,30.3,NA,77.33271856,556.15,5.56,NA,NA,82.3,0.4531,12.36,276,29.0771175726928,-5,-0.526759376316898
29155,Pemiscot County,MO,35.8,15.28729573,70.74661725,1159.52,11.6,0.1,NA,77.8,0.49,33.83,770,43.6260623229462,-194,-10.9915014164306
29157,Perry County,MO,34.1,NA,78.95778577,429.99,4.3,0,NA,87.7,0.3927,40.46,942,49.0573898552234,76,3.95792104989064
29159,Pettis County,MO,35.6,NA,76.79616208,699.38,6.99,0.1,NA,86.5,0.4306,62.08,6561,155.38188277087,-1358,-32.1610420367081
29161,Phelps County,MO,31,8.337965536,75.38235986,749.9,7.5,0,NA,88.3,0.4848,66.43,6621,147.635293330658,-1147,-25.5758467678997
29163,Pike County,MO,34.6,NA,76.56882348,864.04,8.64,0.2,NA,84.2,0.4326,27.53,1058,57.0627258508171,33,1.77983927512
29165,Platte County,MO,31,6.098319851,80.27281766,366.05,3.66,0.2,9.58,95.8,0.4261,239.84,53470,564.10094104739,5485,57.8659745959404
29167,Polk County,MO,35.8,NA,76.75840525,530.96,5.31,0.1,NA,88.4,0.436,49.96,6675,214.948154827075,155,4.99130546789463
29169,Pulaski County,MO,32,7.529580495,76.61697745,489.01,4.89,0.1,NA,92.8,0.3882,95.82,25329,474.006287895801,-1239,-23.186615764653
29171,Putnam County,MO,32.5,NA,75.47050405,658.71,6.59,NA,NA,90.5,0.4435,9.24,0,0,0,0
29173,Ralls County,MO,32.7,NA,79.32577506,698.75,6.99,NA,NA,89.7,0.4127,21.78,1024,99.8537298878596,141,13.7493905411994
29175,Randolph County,MO,37.9,NA,75.19099729,1034.76,10.35,0.1,NA,86.9,0.4139,51.54,2767,110.362156987875,-309,-12.3245054243778
29177,Ray County,MO,35.2,NA,75.79575014,562.09,5.62,0,NA,88.1,0.4005,40.22,7442,324.284282539544,207,9.02000087149767
29179,Reynolds County,MO,34.5,NA,76.63652749,571.7,5.72,NA,NA,79.8,0.4368,7.78,127,19.3450114242193,127,19.3450114242193
29181,Ripley County,MO,37.7,NA,72.75149299,543.95,5.44,NA,NA,79.9,0.4357,21.55,613,43.8828835278116,9,0.644283771207674
29183,St. Charles County,MO,28.3,4.541124166,80.43954969,303.35,3.03,0.1,7.21,94.8,0.3962,703.45,123018,324.16408207793,24176,63.7060499139642
29185,St. Clair County,MO,34.5,NA,76.04540186,775.61,7.76,NA,NA,84.5,0.4196,13.88,416,43.9885798879137,224,23.6861584011843
29186,Ste. Genevieve County,MO,32.9,NA,78.39373012,600.55,6.01,0.2,NA,89.4,0.4004,35.76,1821,101.652338952774,198,11.0528078597745
29187,St. Francois County,MO,35.9,6.653620352,74.91360859,1014.68,10.15,0.1,25.29,84.8,0.4185,147.48,12217,185.218314129776,1093,16.5706488781079
29189,St. Louis County,MO,29,6.781148157,78.66447137,310.42,3.1,0.3,11.67,93.5,0.4919,1964.61,331146,330.525933349037,-17704,-17.6708494863636
29195,Saline County,MO,34.7,NA,78.29548571,1210.58,12.11,0.1,NA,84,0.4346,30.41,2358,100.997986893391,-515,-22.0585085878271
29197,Schuyler County,MO,34,NA,78.32691612,222.12,2.22,0,NA,87.6,0.4412,14.82,230,52.6315789473684,39,8.92448512585812
29199,Scotland County,MO,33.4,NA,75.94100333,373.44,3.73,NA,NA,79.9,0.5092,11.23,64,13.1606004523956,64,13.1606004523956
29201,Scott County,MO,34.2,9.142857143,75.52178841,725.66,7.26,0.1,NA,85,0.4863,91.99,7827,201.192710073773,-571,-14.677531295787
29203,Shannon County,MO,31.7,NA,77.48126175,277.88,2.78,NA,NA,80,0.4183,8.19,352,42.2619762276384,-88,-10.5654940569096
29205,Shelby County,MO,34.3,NA,75.34396824,442.48,4.42,NA,NA,90.7,0.4285,12.01,90,14.7347740667976,-24,-3.92927308447937
29207,Stoddard County,MO,35.7,NA,75.30685887,696.2,6.96,0,NA,80.9,0.4369,35.69,5281,176.817223022064,174,5.82582783674289
29209,Stone County,MO,33.5,NA,77.06293689,491.9,4.92,0.1,59.46,87.2,0.4624,68.15,10189,327.578446502058,-163,-5.24048353909465
29211,Sullivan County,MO,34.5,NA,78.6119697,487.19,4.87,NA,NA,84.3,0.4222,9.64,89,13.8823896428014,-104,-16.2221182342848
29213,Taney County,MO,31.7,7.621609505,76.69296413,601.35,6.01,0.1,NA,88.9,0.4168,87.15,11963,220.597455283054,-1015,-18.716577540107
29215,Texas County,MO,32.7,10.40118871,76.61617745,424.92,4.25,0.1,NA,83.6,0.4769,21.75,3163,123.352312612121,-278,-10.8415880196553
29217,Vernon County,MO,33.1,NA,74.82296546,496.19,4.96,0.1,NA,88.3,0.4479,24.92,1683,80.1390409980477,-239,-11.3804104566449
29219,Warren County,MO,32.1,NA,77.88061031,842.04,8.42,0.1,28.05,88.7,0.4235,80.38,14076,423.300153369621,2591,77.9177818542688
29221,Washington County,MO,30,NA,73.17068059,903.74,9.04,0.2,NA,76.9,0.4533,32.72,6081,242.493121186745,424,16.9079235953264
29223,Wayne County,MO,36.1,NA,74.69296418,588.67,5.89,0.1,NA,76.2,0.4511,17.38,816,60.6601248884924,54,4.014272970562
29225,Webster County,MO,33.1,7.795698925,77.38876341,428.85,4.29,0.1,NA,86.1,0.4182,65.23,11791,319.643244415528,599,16.2383430926046
29227,Worth County,MO,29.6,NA,71.76679031,244.86,2.45,0,NA,89.8,0.4047,7.6,0,0,0,0
29229,Wright County,MO,29.3,NA,74.68906569,620.23,6.2,0,NA,80.4,0.477,26.7,1707,93.3245858618993,-77,-4.20972062763108
29510,St. Louis city,MO,34.8,9.340556697,73.94136185,1457.21,14.57,1.1,17.3,87.8,0.5048,4991.19,152417,480.176044912245,-41682,-131.315390698099
30001,Beaverhead County,MT,24.6,NA,80.7186844,NA,NA,0,NA,95.1,0.4927,1.7,171,18.2985553772071,43,4.60139111824505
30003,Big Horn County,MT,36.7,NA,68.60789464,NA,NA,0.1,120.13,89.5,0.4293,2.68,474,35.6873964764343,-147,-11.0676102996537
30005,Blaine County,MT,37.8,NA,73.38774587,NA,NA,NA,NA,89.9,0.4374,1.59,183,27.6476809185678,-4,-0.604320894394924
30007,Broadwater County,MT,28.9,NA,79.08667475,NA,NA,0,NA,93.2,0.4298,4.99,758,133.756837833069,250,44.1150520557614
30009,Carbon County,MT,25.6,NA,80.03838036,NA,NA,0.1,NA,94.2,0.4031,5.18,879,84.5273583998461,148,14.2321377055486
30011,Carter County,MT,28.2,NA,NA,NA,NA,0,NA,92.5,0.4491,0.4,0,0,0,0
30013,Cascade County,MT,26.5,5.365199366,77.62930054,NA,NA,0.1,18.44,91.8,0.4724,30.25,10820,131.399980569319,-2599,-31.5627125230739
30015,Chouteau County,MT,28,NA,78.67399673,NA,NA,0,NA,92.6,0.4388,1.44,186,31.5575161180862,-101,-17.1360705802511
30017,Custer County,MT,30.2,NA,78.87535537,NA,NA,0.1,NA,92,0.4489,3.1,146,12.0740985775719,-153,-12.6529937148528
30019,Daniels County,MT,27,NA,80.51186499,NA,NA,NA,NA,95.3,0.4373,1.21,0,0,0,0
30021,Dawson County,MT,26.8,NA,79.36368697,NA,NA,0.1,NA,93,0.4262,3.8,128,13.4482034040765,-121,-12.7127547804161
30023,Deer Lodge County,MT,24.9,NA,74.34749637,NA,NA,NA,NA,91.1,0.4451,12.36,403,44.0437158469945,41,4.48087431693989
30025,Fallon County,MT,30.2,NA,77.00227976,NA,NA,0,NA,94.6,0.4112,1.8,0,0,0,0
30027,Fergus County,MT,26.7,NA,77.98228686,NA,NA,NA,NA,92.7,0.4667,2.59,308,26.9183709141758,-107,-9.35151197343122
30029,Flathead County,MT,22.1,4.854368932,79.21814709,NA,NA,0,15.41,94.7,0.4581,19.64,17727,186.749399519616,4594,48.3966120264633
30031,Gallatin County,MT,16.1,3.418386034,82.28561847,NA,NA,0.1,9.61,96.8,0.4647,41.48,20905,214.833312780039,1810,18.6007316972911
30033,Garfield County,MT,25.9,NA,NA,NA,NA,0,NA,97.3,0.4716,0.22,0,0,0,0
30035,Glacier County,MT,34.6,11.24859393,69.11096226,NA,NA,NA,NA,89.6,0.4796,4.59,152,11.0981308411215,-50,-3.65070093457944
30037,Golden Valley County,MT,25.9,NA,NA,NA,NA,NA,NA,92,0.5104,0.62,0,0,0,0
30039,Granite County,MT,25.4,NA,82.77457307,NA,NA,NA,NA,92.2,0.4972,1.92,102,31.7856029915862,21,6.54409473356186
30041,Hill County,MT,36.3,NA,76.25404715,NA,NA,NA,NA,90.7,0.4258,5.67,646,38.9250421788383,-174,-10.4844540853218
30043,Jefferson County,MT,26.5,NA,80.08162267,NA,NA,0.1,NA,94.3,0.3998,7.19,1630,141.027859491261,409,35.386745111611
30045,Judith Basin County,MT,30.4,NA,84.85596461,NA,NA,NA,NA,94.4,0.4657,1.05,0,0,0,0
30047,Lake County,MT,29.1,NA,77.36490447,NA,NA,0.1,NA,91.8,0.4535,20.14,4495,154.4726622908,186,6.39197223272277
30049,Lewis and Clark County,MT,24.3,5.73118876,79.22587741,NA,NA,0.1,NA,95.6,0.421,19.61,11526,175.018221574344,685,10.40148202138
30051,Liberty County,MT,28.6,NA,85.68914397,NA,NA,NA,NA,70.2,0.5778,1.64,0,0,0,0
30053,Lincoln County,MT,27.6,NA,77.26636148,NA,NA,0.1,NA,89.6,0.4744,5.41,729,38.1176470588235,118,6.16993464052288
30055,McCone County,MT,25.4,NA,78.86808165,NA,NA,0,NA,92.5,0.4408,0.68,0,0,0,0
30057,Madison County,MT,22,NA,81.59138571,NA,NA,NA,NA,95.4,0.4333,2.31,482,61.6368286445013,265,33.8874680306905
30059,Meagher County,MT,25.9,NA,81.6544262,NA,NA,NA,NA,95.2,0.3997,0.79,0,0,0,0
30061,Mineral County,MT,28,NA,73.89862712,NA,NA,0.2,NA,88.9,0.4474,3.49,412,96.7817712003759,174,40.8738548273432
30063,Missoula County,MT,23.4,4.659832246,79.25195341,NA,NA,0.1,12.54,95.6,0.4729,45.24,25993,230.671612651308,-685,-6.07894643427638
30065,Musselshell County,MT,29.1,NA,77.88078784,NA,NA,NA,NA,91.5,0.4173,2.55,346,75.3976901285683,-14,-3.05077358901721
30067,Park County,MT,25.6,NA,79.4573655,NA,NA,0.1,NA,94.5,0.4729,5.83,1046,65.8690176322418,147,9.25692695214106
30069,Petroleum County,MT,25.3,NA,NA,NA,NA,0,NA,98.9,0.415,0.27,0,0,0,0
30071,Phillips County,MT,28.9,NA,80.56733999,NA,NA,NA,NA,90.9,0.4364,0.79,0,0,0,0
30073,Pondera County,MT,30,NA,79.38504933,NA,NA,0,NA,93,0.4346,3.69,41,6.59269979096318,-118,-18.9741115935038
30075,Powder River County,MT,24.1,NA,83.05015564,NA,NA,0,NA,94.1,0.4086,0.49,0,0,0,0
30077,Powell County,MT,28,NA,78.50259852,NA,NA,0.2,NA,89.4,0.4208,2.95,143,20.697640758431,43,6.22376610218555
30079,Prairie County,MT,27.2,NA,NA,NA,NA,NA,NA,88,0.4703,0.72,0,0,0,0
30081,Ravalli County,MT,25.3,NA,80.00363097,NA,NA,0,22.83,91.6,0.458,17.78,7903,192.615159639288,1325,32.293443821594
30083,Richland County,MT,30.1,NA,78.95533471,NA,NA,NA,NA,92.3,0.409,5.37,219,18.9184519695923,-304,-26.2612301313061
30085,Roosevelt County,MT,36.8,14.70588235,68.08407108,NA,NA,NA,NA,87.5,0.4745,4.75,108,9.53053300388281,-3,-0.264737027885634
30087,Rosebud County,MT,30.8,NA,73.5380398,NA,NA,NA,NA,90,0.4245,1.83,261,27.9862749303024,-136,-14.5828865537208
30089,Sanders County,MT,25.9,NA,76.24998485,NA,NA,0.1,NA,88.8,0.4625,4.23,342,30.0950369588173,24,2.11193241816262
30091,Sheridan County,MT,34,NA,79.33657796,NA,NA,NA,NA,91.9,0.4567,2.08,0,0,0,0
30093,Silver Bow County,MT,26,NA,75.83980794,NA,NA,0.1,NA,92.5,0.471,48.43,4158,119.896193771626,-204,-5.88235294117647
30095,Stillwater County,MT,22.8,NA,80.12681943,NA,NA,NA,NA,94,0.385,5.27,740,79.6555435952637,61,6.56620021528525
30097,Sweet Grass County,MT,26,NA,81.55540199,NA,NA,0,NA,94.6,0.4162,1.98,0,0,0,0
30099,Teton County,MT,24.8,NA,79.79281949,NA,NA,NA,NA,92,0.4167,2.68,259,42.7110817941953,-45,-7.42084432717678
30101,Toole County,MT,26.3,NA,77.47062974,NA,NA,NA,NA,88.8,0.4724,2.55,0,0,0,0
30103,Treasure County,MT,25.9,NA,NA,NA,NA,0,NA,89.8,0.4722,0.68,0,0,0,0
30105,Valley County,MT,30.4,NA,79.37444406,NA,NA,NA,NA,93.9,0.3997,1.52,32,4.18848167539267,-47,-6.15183246073298
